NTA Single Analysis Summary File,
Created with NTA 3.3 Dev Build 3.3.301,
,
[Experiment Details],,
Software Version,NTA 3.3 Dev Build 3.3.301,
48.5,645669146,
49.5,902234668,
50.5,1267036757,
51.5,1784228840,
52.5,2505964578,
53.5,3486732230,
54.5,4774176956,
55.5,6398891621,
56.5,8367573693,
57.5,10663505568,
58.5,13255013784,
59.5,16108354866,
60.5,19199260380,
61.5,22518368523,
62.5,26068727955,
63.5,29856366334,
64.5,33876425212,
65.5,38097777492,
66.5,42449122931,
67.5,46809760684,
68.5,51008398582,
69.5,54832853537,
70.5,58051702862,
71.5,60445781272,
72.5,61843708362,
73.5,62152974683,
74.5,61378118096,
75.5,59620754353,
76.5,57061623186,
77.5,53930105850,
78.5,50469652361,
79.5,46907294181,
80.5,43432591597,
81.5,40187615880,
82.5,37266465931,
83.5,34721175702,
84.5,32570653043,
85.5,30809984612,
86.5,29418454413,
87.5,28365543247,
88.5,27614824728,
89.5,27126043650,
90.5,26855828935,
91.5,26757543937,
92.5,26780777135,
93.5,26870959422,
94.5,26969562829,
95.5,27015270796,
96.5,26946383353,
97.5,26704509537,
98.5,26239305769,
99.5,25513683523,
100.5,24508615207,
101.5,23226521851,
102.5,21692324508,
103.5,19951616143,
104.5,18065998001,
105.5,16106266796,
106.5,14144636417,
107.5,12247367628,
108.5,10469006094,
109.5,8848967482,
110.5,7410625639,
111.5,6162540999,
112.5,5101142188,
113.5,4214084517,
114.5,3483613054,
115.5,2889469657,
116.5,2411115308,
117.5,2029230426,
118.5,1726579899,
119.5,1488387774,
120.5,1302375410,
121.5,1158596760,
122.5,1049172530,
123.5,967992484,
124.5,910427941,
125.5,873076330,
126.5,853546099,
127.5,850281841,
128.5,862424691,
129.5,889700466,
130.5,932326708,
131.5,990929124,
132.5,1066457630,
133.5,1160092279,
134.5,1273130006,
135.5,1406844711,
136.5,1562316123,
137.5,1740227504,
138.5,1940638639,
139.5,2162748312,
140.5,2404668774,
141.5,2663241871,
142.5,2933930728,
143.5,3210820092,
144.5,3486751187,
145.5,3753603003,
146.5,4002712531,
147.5,4225404612,
148.5,4413581855,
149.5,4560310952,
150.5,4660337188,
151.5,4710465683,
152.5,4709764977,
153.5,4659573007,
154.5,4563312351,
155.5,4426146049,
156.5,4254522955,
157.5,4055670087,
158.5,3837088542,
159.5,3606100724,
160.5,3369482684,
161.5,3133199549,
162.5,2902247094,
163.5,2680590534,
164.5,2471183693,
165.5,2276047768,
166.5,2096388529,
167.5,1932732927,
168.5,1785069656,
169.5,1652982402,
170.5,1535768527,
171.5,1432539362,
172.5,1342300981,
173.5,1264016171,
174.5,1196649460,
175.5,1139197671,
176.5,1090708595,
177.5,1050290310,
178.5,1017113395,
179.5,990407988,
180.5,969457324,
181.5,953589118,
182.5,942165910,
183.5,934575361,
184.5,930221301,
185.5,928516279,
186.5,928876221,
187.5,930717734,
188.5,933458414,
189.5,936520352,
190.5,939336807,
191.5,941361739,
192.5,942081628,
193.5,941028737,
194.5,937794774,
195.5,932043776,
196.5,923523030,
197.5,912070967,
198.5,897621195,
199.5,880202175,
200.5,859932452,
201.5,837011729,
202.5,811708458,
203.5,784344880,
204.5,755280615,
205.5,724895940,
206.5,693575793,
207.5,661695413,
208.5,629608231,
209.5,597636428,
210.5,566064279,
211.5,535134201,
212.5,505045264,
213.5,475953774,
214.5,447975525,
215.5,421189255,
216.5,395640909,
217.5,371348320,
218.5,348306027,
219.5,326489968,
220.5,305861893,
221.5,286373369,
222.5,267969319,
223.5,250591057,
224.5,234178815,
225.5,218673793,
226.5,204019739,
227.5,190164112,
228.5,177058862,
229.5,164660866,
230.5,152932071,
231.5,141839380,
232.5,131354324,
233.5,121452576,
234.5,112113338,
235.5,103318655,
236.5,95052690,
237.5,87301015,
238.5,80049932,
239.5,73285882,
240.5,66994939,
241.5,61162421,
242.5,55772625,
243.5,50808681,
244.5,46252514,
245.5,42084919,
246.5,38285708,
247.5,34833927,
248.5,31708112,
249.5,28886572,
250.5,26347669,
251.5,24070096,
252.5,22033123,
253.5,20216816,
254.5,18602217,
255.5,17171487,
256.5,15908009,
257.5,14796454,
258.5,13822819,
259.5,12974433,
260.5,12239945,
261.5,11609293,
262.5,11073666,
263.5,10625449,
264.5,10258177,
265.5,9966482,
266.5,9746044,
267.5,9593548,
268.5,9506651,
269.5,9483952,
270.5,9524972,
271.5,9630151,
272.5,9800841,
273.5,10039322,
274.5,10348820,
275.5,10733530,
276.5,11198656,
277.5,11750443,
278.5,12396225,
279.5,13144465,
280.5,14004792,
281.5,14988036,
282.5,16106251,
283.5,17372716,
284.5,18801922,
285.5,20409527,
286.5,22212276,
287.5,24227883,
288.5,26474862,
289.5,28972312,
290.5,31739639,
291.5,34796223,
292.5,38161021,
293.5,41852116,
294.5,45886208,
295.5,50278062,
296.5,55039921,
297.5,60180898,
298.5,65706363,
299.5,71617355,
300.5,77910020,
301.5,84575118,
302.5,91597613,
303.5,98956353,
304.5,106623885,
305.5,114566390,
306.5,122743769,
307.5,131109869,
308.5,139612853,
309.5,148195716,
310.5,156796914,
311.5,165351109,
312.5,173790008,
313.5,182043256,
314.5,190039390,
315.5,197706800,
316.5,204974699,
317.5,211774072,
318.5,218038586,
319.5,223705450,
320.5,228716220,
321.5,233017534,
322.5,236561775,
323.5,239307665,
324.5,241220787,
325.5,242274039,
326.5,242448016,
327.5,241731330,
328.5,240120856,
329.5,237621920,
330.5,234248404,
331.5,230022777,
332.5,224976039,
333.5,219147572,
334.5,212584879,
335.5,205343209,
336.5,197485054,
337.5,189079509,
338.5,180201493,
339.5,170930827,
340.5,161351179,
341.5,151548873,
342.5,141611603,
343.5,131627050,
344.5,121681458,
345.5,111858185,
346.5,102236286,
347.5,92889166,
348.5,83883349,
349.5,75277407,
350.5,67121097,
351.5,59454717,
352.5,52308732,
353.5,45703669,
354.5,39650274,
355.5,34149947,
356.5,29195402,
357.5,24771540,
358.5,20856485,
359.5,17422737,
360.5,14438386,
361.5,11868351,
362.5,9675573,
363.5,7822142,
364.5,6270300,
365.5,4983322,
366.5,3926225,
367.5,3066323,
368.5,2373623,
369.5,1821062,
370.5,1384614,
371.5,1043277,
372.5,778963,
373.5,576320,
374.5,422500,
375.5,306900,
376.5,220887,
377.5,157524,
378.5,111308,
379.5,77932,
380.5,54066,
381.5,37168,
382.5,25321,
383.5,17094,
384.5,11437,
385.5,7585,
386.5,4985,
387.5,3248,
388.5,2098,
389.5,1344,
390.5,853,
391.5,537,
392.5,336,
393.5,208,
394.5,128,
395.5,78,
396.5,47,
397.5,28,
398.5,17,
399.5,10,
400.5,6,
401.5,3,
402.5,2,
403.5,1,
404.5,0,
405.5,0,
406.5,0,
407.5,0,
408.5,0,
409.5,0,
410.5,0,
411.5,0,
412.5,0,
413.5,0,
414.5,0,
415.5,0,
416.5,0,
417.5,0,
418.5,0,
419.5,0,
420.5,0,
421.5,0,
422.5,0,
423.5,0,
424.5,0,
425.5,0,
426.5,0,
427.5,0,
428.5,0,
429.5,0,
430.5,0,
431.5,0,
432.5,0,
433.5,0,
434.5,0,
435.5,0,
436.5,0,
437.5,0,
438.5,0,
439.5,0,
440.5,0,
441.5,0,
442.5,0,
443.5,0,
444.5,0,
445.5,0,
446.5,0,
447.5,0,
448.5,0,
449.5,0,
450.5,0,
451.5,0,
452.5,0,
453.5,0,
454.5,0,
455.5,0,
456.5,0,
457.5,0,
458.5,0,
459.5,0,
460.5,0,
461.5,0,
462.5,0,
463.5,0,
464.5,0,
465.5,0,
466.5,0,
467.5,0,
468.5,0,
469.5,0,
470.5,0,
471.5,0,
472.5,0,
473.5,0,
474.5,0,
475.5,0,
476.5,0,
477.5,0,
478.5,0,
479.5,0,
480.5,0,
481.5,0,
482.5,0,
483.5,0,
484.5,0,
485.5,0,
486.5,0,
487.5,0,
488.5,0,
489.5,0,
490.5,0,
491.5,0,
492.5,0,
493.5,0,
494.5,0,
495.5,0,
496.5,0,
497.5,0,
498.5,0,
499.5,0,
500.5,0,
501.5,0,
502.5,0,
503.5,0,
504.5,0,
505.5,0,
506.5,0,
507.5,0,
508.5,0,
509.5,0,
510.5,0,
511.5,0,
512.5,0,
513.5,0,
514.5,0,
515.5,0,
516.5,0,
517.5,0,
518.5,0,
519.5,0,
520.5,0,
521.5,0,
522.5,0,
523.5,0,
524.5,0,
525.5,0,
526.5,0,
527.5,0,
528.5,0,
529.5,0,
530.5,0,
531.5,0,
532.5,0,
533.5,0,
534.5,0,
535.5,0,
536.5,0,
537.5,0,
538.5,0,
539.5,0,
540.5,0,
541.5,0,
542.5,0,
543.5,0,
544.5,0,
545.5,0,
546.5,0,
547.5,0,
548.5,0,
549.5,0,
550.5,0,
551.5,0,
552.5,0,
553.5,0,
554.5,0,
555.5,0,
556.5,0,
557.5,0,
558.5,0,
559.5,0,
560.5,0,
561.5,0,
562.5,0,
563.5,0,
564.5,0,
565.5,0,
566.5,0,
567.5,0,
568.5,0,
569.5,0,
570.5,0,
571.5,0,
572.5,0,
573.5,0,
574.5,0,
575.5,0,
576.5,0,
577.5,0,
578.5,0,
579.5,0,
580.5,0,
581.5,0,
582.5,0,
583.5,0,
584.5,0,
585.5,0,
586.5,0,
587.5,0,
588.5,0,
589.5,0,
590.5,0,
591.5,0,
592.5,0,
593.5,0,
594.5,0,
595.5,0,
596.5,0,
597.5,0,
598.5,0,
599.5,0,
600.5,0,
601.5,0,
602.5,0,
603.5,0,
604.5,0,
605.5,0,
606.5,0,
607.5,0,
608.5,0,
609.5,0,
610.5,0,
611.5,0,
612.5,0,
613.5,0,
614.5,0,
615.5,0,
616.5,0,
617.5,0,
618.5,0,
619.5,0,
620.5,0,
621.5,0,
622.5,0,
623.5,0,
624.5,0,
625.5,0,
626.5,0,
627.5,0,
628.5,0,
629.5,0,
630.5,0,
631.5,0,
632.5,0,
633.5,0,
634.5,0,
635.5,0,
636.5,0,
637.5,0,
638.5,0,
639.5,0,
640.5,0,
641.5,0,
642.5,0,
643.5,0,
644.5,0,
645.5,0,
646.5,0,
647.5,0,
648.5,0,
649.5,0,
650.5,0,
651.5,0,
652.5,0,
653.5,0,
654.5,0,
655.5,0,
656.5,0,
657.5,0,
658.5,0,
659.5,0,
660.5,0,
661.5,0,
662.5,0,
663.5,0,
664.5,0,
665.5,0,
666.5,0,
667.5,0,
668.5,0,
669.5,0,
670.5,0,
671.5,0,
672.5,0,
673.5,0,
674.5,0,
675.5,0,
676.5,0,
677.5,0,
678.5,0,
679.5,0,
680.5,0,
681.5,0,
682.5,0,
683.5,0,
684.5,0,
685.5,0,
686.5,0,
687.5,0,
688.5,0,
689.5,0,
690.5,0,
691.5,0,
692.5,0,
693.5,0,
694.5,0,
695.5,0,
696.5,0,
697.5,0,
698.5,0,
699.5,0,
700.5,0,
701.5,0,
702.5,0,
703.5,0,
704.5,0,
705.5,0,
706.5,0,
707.5,0,
708.5,0,
709.5,0,
710.5,0,
711.5,0,
712.5,0,
713.5,0,
714.5,0,
715.5,0,
716.5,0,
717.5,0,
718.5,0,
719.5,0,
720.5,0,
721.5,0,
722.5,0,
723.5,0,
724.5,0,
725.5,0,
726.5,0,
727.5,0,
728.5,0,
729.5,0,
730.5,0,
731.5,0,
732.5,0,
733.5,0,
734.5,0,
735.5,0,
736.5,0,
737.5,0,
738.5,0,
739.5,0,
740.5,0,
741.5,0,
742.5,0,
743.5,0,
744.5,0,
745.5,0,
746.5,0,
747.5,0,
748.5,0,
749.5,0,
750.5,0,
751.5,0,
752.5,0,
753.5,0,
754.5,0,
755.5,0,
756.5,0,
757.5,0,
758.5,0,
759.5,0,
760.5,0,
761.5,0,
762.5,0,
763.5,0,
764.5,0,
765.5,0,
766.5,0,
767.5,0,
768.5,0,
769.5,0,
770.5,0,
771.5,0,
772.5,0,
773.5,0,
774.5,0,
775.5,0,
776.5,0,
777.5,0,
778.5,0,
779.5,0,
780.5,0,
781.5,0,
782.5,0,
783.5,0,
784.5,0,
785.5,0,
786.5,0,
787.5,0,
788.5,0,
789.5,0,
790.5,0,
791.5,0,
792.5,0,
793.5,0,
794.5,0,
795.5,0,
796.5,0,
797.5,0,
798.5,0,
799.5,0,
800.5,0,
801.5,0,
802.5,0,
803.5,0,
804.5,0,
805.5,0,
806.5,0,
807.5,0,
808.5,0,
809.5,0,
810.5,0,
811.5,0,
812.5,0,
813.5,0,
814.5,0,
815.5,0,
816.5,0,
817.5,0,
818.5,0,
819.5,0,
820.5,0,
821.5,0,
822.5,0,
823.5,0,
824.5,0,
825.5,0,
826.5,0,
827.5,0,
828.5,0,
829.5,0,
830.5,0,
831.5,0,
832.5,0,
833.5,0,
834.5,0,
835.5,0,
836.5,0,
837.5,0,
838.5,0,
839.5,0,
840.5,0,
841.5,0,
842.5,0,
843.5,0,
844.5,0,
845.5,0,
846.5,0,
847.5,0,
848.5,0,
849.5,0,
850.5,0,
851.5,0,
852.5,0,
853.5,0,
854.5,0,
855.5,0,
856.5,0,
857.5,0,
858.5,0,
859.5,0,
860.5,0,
861.5,0,
862.5,0,
863.5,0,
864.5,0,
865.5,0,
866.5,0,
867.5,0,
868.5,0,
869.5,0,
870.5,0,
871.5,0,
872.5,0,
873.5,0,
874.5,0,
875.5,0,
876.5,0,
877.5,0,
878.5,0,
879.5,0,
880.5,0,
881.5,0,
882.5,0,
883.5,0,
884.5,0,
885.5,0,
886.5,0,
887.5,0,
888.5,0,
889.5,0,
890.5,0,
891.5,0,
892.5,0,
893.5,0,
894.5,0,
895.5,0,
896.5,0,
897.5,0,
898.5,0,
899.5,0,
900.5,0,
901.5,0,
902.5,0,
903.5,0,
904.5,0,
905.5,0,
906.5,0,
907.5,0,
908.5,0,
909.5,0,
910.5,0,
911.5,0,
912.5,0,
913.5,0,
914.5,0,
915.5,0,
916.5,0,
917.5,0,
918.5,0,
919.5,0,
920.5,0,
921.5,0,
922.5,0,
923.5,0,
924.5,0,
925.5,0,
926.5,0,
927.5,0,
928.5,0,
929.5,0,
930.5,0,
931.5,0,
932.5,0,
933.5,0,
934.5,0,
935.5,0,
936.5,0,
937.5,0,
938.5,0,
939.5,0,
940.5,0,
941.5,0,
942.5,0,
943.5,0,
944.5,0,
945.5,0,
946.5,0,
947.5,0,
948.5,0,
949.5,0,
950.5,0,
951.5,0,
952.5,0,
953.5,0,
954.5,0,
955.5,0,
956.5,0,
957.5,0,
958.5,0,
959.5,0,
960.5,0,
961.5,0,
962.5,0,
963.5,0,
964.5,0,
965.5,0,
966.5,0,
967.5,0,
968.5,0,
969.5,0,
970.5,0,
971.5,0,
972.5,0,
973.5,0,
974.5,0,
975.5,0,
976.5,0,
977.5,0,
978.5,0,
979.5,0,
980.5,0,
981.5,0,
982.5,0,
983.5,0,
984.5,0,
985.5,0,
986.5,0,
987.5,0,
988.5,0,
989.5,0,
990.5,0,
991.5,0,
992.5,0,
993.5,0,
994.5,0,
995.5,0,
996.5,0,
997.5,0,
998.5,0,
999.5,0,

Percentile,Size (nm),
0,33.0,
1,55.5,
2,57.8,
3,59.3,
4,60.4,
5,61.4,
6,62.3,
7,63.0,
8,63.7,
9,64.3,
10,64.9,
11,65.4,
12,66.0,
13,66.4,
14,66.9,
15,67.3,
16,67.8,
17,68.2,
18,68.6,
19,69.0,
20,69.3,
21,69.7,
22,70.1,
23,70.4,
24,70.7,
25,71.1,
26,71.4,
27,71.7,
28,72.1,
29,72.4,
30,72.7,
31,73.0,
32,73.4,
33,73.7,
34,74.0,
35,74.3,
36,74.7,
37,75.0,
38,75.3,
39,75.6,
40,76.0,
41,76.3,
42,76.7,
43,77.0,
44,77.4,
45,77.8,
46,78.2,
47,78.5,
48,78.9,
49,79.4,
50,79.8,
51,80.2,
52,80.7,
53,81.2,
54,81.7,
55,82.2,
56,82.7,
57,83.3,
58,83.8,
59,84.4,
60,85.0,
61,85.7,
62,86.4,
63,87.0,
64,87.7,
65,88.5,
66,89.2,
67,89.9,
68,90.7,
69,91.4,
70,92.2,
71,92.9,
72,93.6,
73,94.4,
74,95.1,
75,95.9,
76,96.6,
77,97.4,
78,98.1,
79,98.9,
80,99.6,
81,100.4,
82,101.3,
83,102.1,
84,103.1,
85,104.1,
86,105.2,
87,106.5,
88,108.1,
89,110.2,
90,113.6,
91,123.8,
92,140.1,
93,146.4,
94,151.0,
95,155.3,
96,160.3,
97,168.0,
98,184.8,
99,207.6,
100,404.0,
,,
Weighting,Surface Area,
Filename,1000x_H_4_2_real 2024-09-25 14-13-53,
Mean,121.5,
Mode,74.9,
SD,65.4,
D10,69.9,
D50,96.5,
D90,200.2,
Valid Tracks,5338.0,
Graph Data,
Bin centre (nm),Surface area conc. (nm² / ml),
0.5,0,
1.5,0,
2.5,0,
3.5,0,
4.5,0,
5.5,0,
6.5,0,
7.5,0,
8.5,0,
9.5,0,
10.5,0,
11.5,0,
12.5,0,
13.5,0,
14.5,0,
15.5,0,
16.5,0,
17.5,0,
18.5,0,
19.5,0,
20.5,0,
21.5,0,
22.5,0,
23.5,0,
24.5,0,
25.5,0,
26.5,0,
27.5,0,
28.5,0,
29.5,0,
30.5,1,
31.5,67,
32.5,2371,
33.5,60077,
34.5,1089251,
35.5,14150713,
36.5,132711138,
37.5,910961095,
38.5,4667890610,
39.5,18307610991,
40.5,56598121817,
41.5,142504124934,
42.5,302527717573,
43.5,560908128888,
44.5,939725323028,
45.5,1467846529359,
46.5,2196003010831,
47.5,3214566861303,
48.5,4673497493762,
49.5,6805517838327,
50.5,9951275015026,
51.5,14579425570759,
52.5,21287816653519,
53.5,30769457644320,
54.5,43735645199472,
55.5,60810649131406,
56.5,82437555590202,
57.5,108842677628026,
58.5,140083078292040,
59.5,176158951886772,
60.5,217138335897319,
61.5,263236494170742,
62.5,314813048432876,
63.5,372278157327652,
64.5,435920235240941,
65.5,505680096436249,
66.5,580906315915114,
67.5,660139214466702,
68.5,740984323942118,
69.5,820141021416443,
70.5,893635781057144,
71.5,957265040268626,
72.5,1007186792703610,
73.5,1040536083539610,
74.5,1055909053993975,
75.5,1053584806878271,
76.5,1035430162350459,
77.5,1004528421452416,
78.5,964648347196447,
79.5,919695518167133,
80.5,873263330777668,
81.5,828346012860075,
82.5,787218732869259,
83.5,751450042098021,
84.5,721995588976613,
85.5,699324653302180,
86.5,683543661387863,
87.5,674495593155341,
88.5,671826516699589,
89.5,675018966065398,
90.5,683397029359682,
91.5,696111065972394,
92.5,712112051957179,
93.5,730127281072919,
94.5,748650501342226,
95.5,765959913825827,
96.5,780175765806829,
97.5,789364480673557,
98.5,791687882432850,
99.5,785584777104879,
100.5,769960204479926,
101.5,744348697781542,
102.5,709015846983862,
103.5,664969974429226,
104.5,613872448869778,
105.5,557857135915903,
106.5,499290180541689,
107.5,440514101579565,
108.5,383621085115799,
109.5,330289753528998,
110.5,281701883552586,
111.5,238536742982701,
112.5,201026346758677,
113.5,169047843249529,
114.5,142229314824261,
115.5,120050320759351,
116.5,101925644115286,
117.5,87267512078270,
118.5,75526646345617,
119.5,66215478628304,
120.5,58918025737329,
121.5,53290838801971,
122.5,49058704798930,
123.5,46007826191231,
124.5,43978301641295,
125.5,42856997910492,
126.5,42571365232000,
127.5,43084380450050,
128.5,44390560341797,
129.5,46512827887647,
130.5,49499901629518,
131.5,53423789436142,
132.5,58376892658045,
133.5,64468167293912,
134.5,71817760207106,
135.5,80549566042078,
136.5,90781266464024,
137.5,102611649396078,
138.5,116105382295238,
139.5,131275925306752,
140.5,148067874153164,
141.5,166340629730069,
142.5,185855770749252,
143.5,206270704902579,
144.5,227140955036674,
145.5,247932721876247,
146.5,268046177477906,
147.5,286848430103542,
148.5,303713517848235,
149.5,318065452303242,
150.5,329419545930210,
151.5,337417221309274,
152.5,341850262412169,
153.5,342671896566433,
154.5,339993914714078,
155.5,334070896393764,
156.5,325274167340197,
157.5,314059135029338,
158.5,300930010691872,
159.5,286405667437420,
160.5,270989647481499,
161.5,255146322637936,
162.5,239284143215673,
163.5,223745955839779,
164.5,208805643061508,
165.5,194669882488036,
166.5,181483629671859,
167.5,169337948360101,
168.5,158278977791559,
169.5,148317072645797,
170.5,139435420853924,
171.5,131597697443553,
172.5,124754525113527,
173.5,118848674433098,
174.5,113819048780318,
175.5,109603567851367,
176.5,106141098217035,
177.5,103372589874904,
178.5,101241572984208,
179.5,99694156233865,
180.5,98678652924592,
181.5,98144946365889,
182.5,98043694543847,
183.5,98325465803017,
184.5,98939892050313,
185.5,99834922438200,
186.5,100956256734946,
187.5,102247031507078,
188.5,103647821699664,
189.5,105097003567427,
190.5,106531501426243,
191.5,107887910782400,
192.5,109103955965353,
193.5,110120204692589,
194.5,110881929352605,
195.5,111340979938940,
196.5,111457520808772,
197.5,111201485770243,
198.5,110553624400422,
199.5,109506045522284,
200.5,108062207676883,
201.5,106236355748428,
202.5,104052451342674,
203.5,101542686076814,
204.5,98745696907698,
205.5,95704618245529,
206.5,92465106414612,
207.5,89073459595505,
208.5,85574933924608,
209.5,82012327899740,
210.5,78424876793542,
211.5,74847469983109,
212.5,71310179631300,
213.5,67838070586057,
214.5,64451249201748,
215.5,61165102691641,
216.5,57990679672803,
217.5,54935165484007,
218.5,52002411372353,
219.5,49193483494135,
220.5,46507204921623,
221.5,43940670727276,
222.5,41489722284934,
223.5,39149371960853,
224.5,36914173297395,
225.5,34778534724006,
226.5,32736976905349,
227.5,30784335267629,
228.5,28915910217225,
229.5,27127568273275,
230.5,25415797910381,
231.5,23777724444167,
232.5,22211088838539,
233.5,20714195868490,
234.5,19285837592306,
235.5,17925198518446,
236.5,16631749111983,
237.5,15405134310282,
238.5,14245063455623,
239.5,13151207482236,
240.5,12123108330739,
241.5,11160104453689,
242.5,10261274999452,
243.5,9425403914758,
244.5,8650963895908,
245.5,7936118939252,
246.5,7278743277532,
247.5,6676453789696,
248.5,6126652564999,
249.5,5626576179940,
250.5,5173348377584,
251.5,4764033174149,
252.5,4395685895860,
253.5,4065400208798,
254.5,3770349787507,
255.5,3507823826060,
256.5,3275256093451,
257.5,3070247649362,
258.5,2890583658106,
259.5,2734244966111,
260.5,2599415250114,
261.5,2484484611672,
262.5,2388050502802,
263.5,2308916833475,
264.5,2246092047796,
265.5,2198786874483,
266.5,2166412367673,
267.5,2148578763702,
268.5,2145095591814,
269.5,2155973394733,
270.5,2181427338185,
271.5,2221882916247,
272.5,2277983888646,
273.5,2350602514464,
274.5,2440852069798,
275.5,2550101550908,
276.5,2679992365632,
277.5,2832456700357,
278.5,3009737114958,
279.5,3214406762051,
280.5,3449389449207,
281.5,3717978565834,
282.5,4023853683826,
283.5,4371093421246,
284.5,4764182941519,
285.5,5208014261733,
286.5,5707877380559,
287.5,6269440130355,
288.5,6898714631663,
289.5,7602008305908,
290.5,8385857604888,
291.5,9256942962212,
292.5,10221983973149,
293.5,11287614468333,
294.5,12460237951562,
295.5,13745864802517,
296.5,15149933659152,
297.5,16677120447059,
298.5,18331139544552,
299.5,20114542499621,
300.5,22028520471510,
301.5,24072717089784,
302.5,26245058649994,
303.5,28541608457134,
304.5,30956451667063,
305.5,33481616171615,
306.5,36107033957091,
307.5,38820545998438,
308.5,41607952211050,
309.5,44453106365969,
310.5,47338054276434,
311.5,50243212092053,
312.5,53147580266068,
313.5,56028987777927,
314.5,58864360525959,
315.5,61630007491493,
316.5,64301918295456,
317.5,66856066099696,
318.5,69268710391283,
319.5,71516694957101,
320.5,73577737237215,
321.5,75430706148820,
322.5,77055886324825,
323.5,78435227437673,
324.5,79552577829548,
325.5,80393901991506,
326.5,80947481519917,
327.5,81204099011122,
328.5,81157203959210,
329.5,80803059133545,
330.5,80140865173327,
331.5,79172860332210,
332.5,77904391491304,
333.5,76343951844000,
334.5,74503180111108,
335.5,72396815872671,
336.5,70042605677049,
337.5,67461155077244,
338.5,64675722699118,
339.5,61711953882113,
340.5,58597553340564,
341.5,55361898620113,
342.5,52035598786134,
343.5,48650005637516,
344.5,45236687644364,
345.5,41826879553367,
346.5,38450922999039,
347.5,35137715283819,
348.5,31914184567888,
349.5,28804809878476,
350.5,25831203514694,
351.5,23011771554380,
352.5,20361465311513,
353.5,17891632874281,
354.5,15609975480442,
355.5,13520608723721,
356.5,11624223745628,
357.5,9918338978865,
358.5,8397628986007,
359.5,7054313757589,
360.5,5878589702769,
361.5,4859082608475,
362.5,3983303080594,
363.5,3238086346194,
364.5,2610000625995,
365.5,2085711355838,
366.5,1652292070467,
367.5,1297476475304,
368.5,1009849843750,
369.5,778981148899,
370.5,595500082289,
371.5,451125208001,
372.5,338650895489,
373.5,251901380886,
374.5,185660389326,
375.5,135584314693,
376.5,98106125522,
377.5,70336081547,
378.5,49964133063,
379.5,35167646798,
380.5,24526946037,
381.5,16950131992,
382.5,11607804775,
383.5,7877640227,
384.5,5298299096,
385.5,3531830607,
386.5,2333557869,
387.5,1528369030,
388.5,992356569,
389.5,638821109,
390.5,407763156,
391.5,258108405,
392.5,162036508,
393.5,100900675,
394.5,62330745,
395.5,38202937,
396.5,23234800,
397.5,14024674,
398.5,8402806,
399.5,4998064,
400.5,2951857,
401.5,1731317,
