NTA Single Analysis Summary File,
Created with NTA 3.3 Dev Build 3.3.301,
,
[Experiment Details],,
Software Version,NTA 3.3 Dev Build 3.3.301,
360.5,123122490018478,
361.5,117383539908666,
362.5,111772485753178,
363.5,106306328614927,
364.5,100999467517314,
365.5,95863787389410,
366.5,90908775286790,
367.5,86141659474842,
368.5,81567566091510,
369.5,77189688368755,
370.5,73009463751129,
371.5,69026754689309,
372.5,65240029374014,
373.5,61646539194526,
374.5,58242490232606,
375.5,55023206617495,
376.5,51983284063684,
377.5,49116732370651,
378.5,46417106081809,
379.5,43877622868449,
380.5,41491269524557,
381.5,39250895726472,
382.5,37149295930768,
383.5,35179279957344,
384.5,33333732933057,
385.5,31605665364504,
386.5,29988254163848,
387.5,28474875482275,
388.5,27059130208402,
389.5,25734862974770,
390.5,24496175485089,
391.5,23337434931977,
392.5,22253278226140,
393.5,21238612701854,
394.5,20288613904916,
395.5,19398721011437,
396.5,18564630366017,
397.5,17782287572699,
398.5,17047878517023,
399.5,16357819648550,
400.5,15708747805347,
401.5,15097509819887,
402.5,14521152106953,
403.5,13976910398387,
404.5,13462199759036,
405.5,12974604989179,
406.5,12511871494357,
407.5,12071896681049,
408.5,11652721916640,
409.5,11252525075002,
410.5,10869613673244,
411.5,10502418591177,
412.5,10149488353342,
413.5,9809483942029,
414.5,9481174100730,
415.5,9163431079106,
416.5,8855226763824,
417.5,8555629133781,
418.5,8263798974374,
419.5,7978986782405,
420.5,7700529791815,
421.5,7427849050883,
422.5,7160446483232,
423.5,6897901868253,
424.5,6639869682092,
425.5,6386075746688,
426.5,6136313642887,
427.5,5890440853208,
428.5,5648374610714,
429.5,5410087442432,
430.5,5175602407965,
431.5,4944988047020,
432.5,4718353062007,
433.5,4495840774295,
434.5,4277623403782,
435.5,4063896231718,
436.5,3854871714763,
437.5,3650773624875,
438.5,3451831293613,
439.5,3258274041104,
440.5,3070325869250,
441.5,2888200495320,
442.5,2712096796388,
443.5,2542194727248,
444.5,2378651764492,
445.5,2221599918142,
446.5,2071143339601,
447.5,1927356541564,
448.5,1790283231907,
449.5,1659935750474,
450.5,1536295085048,
451.5,1419311431339,
452.5,1308905251759,
453.5,1204968779396,
454.5,1107367907071,
455.5,1015944396928,
456.5,930518343441,
457.5,850890822271,
458.5,776846658647,
459.5,708157251969,
460.5,644583397688,
461.5,585878053093,
462.5,531789000042,
463.5,482061364762,
464.5,436439962120,
465.5,394671439254,
466.5,356506200609,
467.5,321700103339,
468.5,290015918307,
469.5,261224557604,
470.5,235106074374,
471.5,211450444904,
472.5,190058146173,
473.5,170740544648,
474.5,153320113818,
475.5,137630499078,
476.5,123516449031,
477.5,110833632186,
478.5,99448357545,
479.5,89237216669,
480.5,80086663683,
481.5,71892548310,
482.5,64559615568,
483.5,58000984205,
484.5,52137614415,
485.5,46897773829,
486.5,42216509343,
487.5,38035130984,
488.5,34300712726,
489.5,30965614092,
490.5,27987025311,
491.5,25326537970,
492.5,22949742325,
493.5,20825851779,
494.5,18927354559,
495.5,17229692142,
496.5,15710963679,
497.5,14351655402,
498.5,13134393799,
499.5,12043721228,
500.5,11065892565,
501.5,10188691418,
502.5,9401264465,
503.5,8693972487,
504.5,8058256682,
505.5,7486518966,
506.5,6972014950,
507.5,6508758445,
508.5,6091436355,
509.5,5715332947,
510.5,5376262534,
511.5,5070509713,
512.5,4794776363,
513.5,4546134668,
514.5,4321985530,
515.5,4120021769,
516.5,3938195584,
517.5,3774689803,
518.5,3627892487,
519.5,3496374518,
520.5,3378869820,
521.5,3274257924,
522.5,3181548603,
523.5,3099868334,
524.5,3028448389,
525.5,2966614359,
526.5,2913776947,
527.5,2869423889,
528.5,2833112878,
529.5,2804465358,
530.5,2783161118,
531.5,2768933570,
532.5,2761565651,
533.5,2760886273,
534.5,2766767262,
535.5,2779120729,
536.5,2797896830,
537.5,2823081871,
538.5,2854696717,
539.5,2892795479,
540.5,2937464434,
541.5,2988821169,
542.5,3047013910,
543.5,3112221012,
544.5,3184650605,
545.5,3264540352,
546.5,3352157319,
547.5,3447797928,
548.5,3551787979,
549.5,3664482725,
550.5,3786266973,
551.5,3917555207,
552.5,4058791706,
553.5,4210450640,
554.5,4373036131,
555.5,4547082249,
556.5,4733152936,
557.5,4931841832,
558.5,5143771978,
559.5,5369595385,
560.5,5609992441,
561.5,5865671132,
562.5,6137366059,
563.5,6425837233,
564.5,6731868609,
565.5,7056266358,
566.5,7399856844,
567.5,7763484276,
568.5,8148008040,
569.5,8554299666,
570.5,8983239430,
571.5,9435712569,
572.5,9912605096,
573.5,10414799209,
574.5,10943168284,
575.5,11498571450,
576.5,12081847743,
577.5,12693809857,
578.5,13335237482,
579.5,14006870265,
580.5,14709400397,
581.5,15443464866,
582.5,16209637401,
583.5,17008420150,
584.5,17840235129,
585.5,18705415505,
586.5,19604196768,
587.5,20536707842,
588.5,21502962228,
589.5,22502849240,
590.5,23536125410,
591.5,24602406171,
592.5,25701157875,
593.5,26831690275,
594.5,27993149532,
595.5,29184511870,
596.5,30404577965,
597.5,31651968168,
598.5,32925118654,
599.5,34222278596,
600.5,35541508442,
601.5,36880679392,
602.5,38237474133,
603.5,39609388910,
604.5,40993736996,
605.5,42387653588,
606.5,43788102187,
607.5,45191882469,
608.5,46595639660,
609.5,47995875412,
610.5,49388960151,
611.5,50771146870,
612.5,52138586302,
613.5,53487343412,
614.5,54813415127,
615.5,56112749186,
616.5,57381264014,
617.5,58614869476,
618.5,59809488380,
619.5,60961078561,
620.5,62065655391,
621.5,63119314529,
622.5,64118254746,
623.5,65058800622,
624.5,65937424923,
625.5,66750770486,
626.5,67495671396,
627.5,68169173277,
628.5,68768552525,
629.5,69291334280,
630.5,69735309002,
631.5,70098547466,
632.5,70379414063,
633.5,70576578252,
634.5,70689024074,
635.5,70716057628,
636.5,70657312433,
637.5,70512752625,
638.5,70282673959,
639.5,69967702602,
640.5,69568791720,
641.5,69087215907,
642.5,68524563484,
643.5,67882726755,
644.5,67163890308,
645.5,66370517465,
646.5,65505335001,
647.5,64571316285,
648.5,63571662984,
649.5,62509785500,
650.5,61389282311,
651.5,60213918397,
652.5,58987602949,
653.5,57714366531,
654.5,56398337903,
655.5,55043720692,
656.5,53654770092,
657.5,52235769785,
658.5,50791009258,
659.5,49324761670,
660.5,47841262451,
661.5,46344688757,
662.5,44839139934,
663.5,43328619091,
664.5,41817015914,
665.5,40308090783,
666.5,38805460298,
667.5,37312584251,
668.5,35832754099,
669.5,34369082971,
670.5,32924497214,
671.5,31501729482,
672.5,30103313360,
673.5,28731579485,
674.5,27388653131,
675.5,26076453206,
676.5,24796692598,
677.5,23550879806,
678.5,22340321766,
679.5,21166127803,
680.5,20029214607,
681.5,18930312144,
682.5,17869970402,
683.5,16848566881,
684.5,15866314712,
685.5,14923271329,
686.5,14019347565,
687.5,13154317112,
688.5,12327826218,
689.5,11539403563,
690.5,10788470200,
691.5,10074349511,
692.5,9396277081,
693.5,8753410429,
694.5,8144838548,
695.5,7569591166,
696.5,7026647719,
697.5,6514945953,
698.5,6033390156,
699.5,5580858949,
700.5,5156212654,
701.5,4758300184,
702.5,4385965460,
703.5,4038053350,
704.5,3713415107,
705.5,3410913330,
706.5,3129426439,
707.5,2867852675,
708.5,2625113639,
709.5,2400157387,
710.5,2191961090,
711.5,1999533288,
712.5,1821915754,
713.5,1658184988,
714.5,1507453373,
715.5,1368870005,
716.5,1241621233,
717.5,1124930926,
718.5,1018060493,
719.5,920308685,
720.5,831011188,
721.5,749540056,
722.5,675302973,
723.5,607742392,
724.5,546334559,
725.5,490588438,
726.5,440044563,
727.5,394273829,
728.5,352876232,
729.5,315479583,
730.5,281738197,
731.5,251331577,
732.5,223963097,
733.5,199358699,
734.5,177265600,
735.5,157451036,
736.5,139701026,
737.5,123819180,
738.5,109625538,
739.5,96955461,
740.5,85658561,
741.5,75597679,
742.5,66647917,
743.5,58695711,
744.5,51637957,
745.5,45381189,
746.5,39840800,
747.5,34940317,
748.5,30610715,
749.5,26789781,
750.5,23421524,
751.5,20455621,
752.5,17846906,
753.5,15554900,
754.5,13543368,
755.5,11779927,
756.5,10235668,
757.5,8884821,
758.5,7704443,
759.5,6674138,
760.5,5775794,
761.5,4993349,
762.5,4312580,
763.5,3720905,
764.5,3207210,
765.5,2761690,
766.5,2375703,
767.5,2041646,
768.5,1752835,
769.5,1503402,
770.5,1288202,
771.5,1102728,
772.5,943040,
773.5,805694,
774.5,687684,
775.5,586393,
776.5,499541,
777.5,425144,
778.5,361480,
779.5,307057,
780.5,260579,
781.5,220927,
782.5,187131,
783.5,158356,
784.5,133879,
785.5,113079,
786.5,95422,
787.5,80447,
788.5,67758,
789.5,57019,
790.5,47937,
791.5,40264,
792.5,33788,
793.5,28328,
794.5,23729,
795.5,19858,
796.5,16603,
797.5,13870,
798.5,11576,
799.5,9652,
800.5,8041,
801.5,6693,
802.5,5566,
803.5,4625,
804.5,3839,
805.5,3184,
806.5,2639,
807.5,2185,
808.5,1807,
809.5,1494,
810.5,1233,
811.5,1018,
812.5,839,
813.5,691,
814.5,568,
815.5,467,
816.5,384,
817.5,315,
818.5,258,
819.5,212,
820.5,173,
821.5,142,
822.5,116,
823.5,95,
824.5,77,
825.5,63,
826.5,51,
827.5,42,
828.5,34,
829.5,28,
830.5,22,
831.5,18,
832.5,15,
833.5,12,
834.5,10,
835.5,8,
836.5,6,
837.5,5,
838.5,4,
839.5,3,
840.5,3,
841.5,2,
842.5,2,
843.5,1,
844.5,1,
845.5,0,
846.5,0,
847.5,0,
848.5,0,
849.5,0,
850.5,0,
851.5,0,
852.5,0,
853.5,0,
854.5,0,
855.5,0,
856.5,0,
857.5,0,
858.5,0,
859.5,0,
860.5,0,
861.5,0,
862.5,0,
863.5,0,
864.5,0,
865.5,0,
866.5,0,
867.5,0,
868.5,0,
869.5,0,
870.5,0,
871.5,0,
872.5,0,
873.5,0,
874.5,0,
875.5,0,
876.5,0,
877.5,0,
878.5,0,
879.5,0,
880.5,0,
881.5,0,
882.5,0,
883.5,0,
884.5,0,
885.5,0,
886.5,0,
887.5,0,
888.5,0,
889.5,0,
890.5,0,
891.5,0,
892.5,0,
893.5,0,
894.5,0,
895.5,0,
896.5,0,
897.5,0,
898.5,0,
899.5,0,
900.5,0,
901.5,0,
902.5,0,
903.5,0,
904.5,0,
905.5,0,
906.5,0,
907.5,0,
908.5,0,
909.5,0,
910.5,0,
911.5,0,
912.5,0,
913.5,0,
914.5,0,
915.5,0,
916.5,0,
917.5,0,
918.5,0,
919.5,0,
920.5,0,
921.5,0,
922.5,0,
923.5,0,
924.5,0,
925.5,0,
926.5,0,
927.5,0,
928.5,0,
929.5,0,
930.5,0,
931.5,0,
932.5,0,
933.5,0,
934.5,0,
935.5,0,
936.5,0,
937.5,0,
938.5,0,
939.5,0,
940.5,0,
941.5,0,
942.5,0,
943.5,0,
944.5,0,
945.5,0,
946.5,0,
947.5,0,
948.5,0,
949.5,0,
950.5,0,
951.5,0,
952.5,0,
953.5,0,
954.5,0,
955.5,0,
956.5,0,
957.5,0,
958.5,0,
959.5,0,
960.5,0,
961.5,0,
962.5,0,
963.5,0,
964.5,0,
965.5,0,
966.5,0,
967.5,0,
968.5,0,
969.5,0,
970.5,0,
971.5,0,
972.5,0,
973.5,0,
974.5,0,
975.5,0,
976.5,0,
977.5,0,
978.5,0,
979.5,0,
980.5,0,
981.5,0,
982.5,0,
983.5,0,
984.5,0,
985.5,0,
986.5,0,
987.5,0,
988.5,0,
989.5,0,
990.5,0,
991.5,0,
992.5,0,
993.5,0,
994.5,0,
995.5,0,
996.5,0,
997.5,0,
998.5,0,
999.5,0,

Percentile,Size (nm),
0,28.0,
1,60.3,
2,62.9,
3,65.0,
4,66.9,
5,68.7,
6,70.3,
7,71.8,
8,73.2,
9,74.4,
10,75.5,
11,76.6,
12,77.6,
13,78.5,
14,79.4,
15,80.2,
16,81.0,
17,81.8,
18,82.6,
19,83.4,
20,84.2,
21,85.1,
22,85.9,
23,86.8,
24,87.7,
25,88.6,
26,89.6,
27,90.7,
28,91.8,
29,92.9,
30,94.2,
31,95.5,
32,97.0,
33,98.5,
34,100.1,
35,101.8,
36,103.6,
37,105.4,
38,107.4,
39,109.5,
40,111.6,
41,113.7,
42,115.9,
43,117.9,
44,119.9,
45,121.8,
46,123.6,
47,125.4,
48,127.1,
49,128.7,
50,130.4,
51,132.0,
52,133.6,
53,135.3,
54,137.1,
55,138.9,
56,140.9,
57,143.0,
58,145.2,
59,147.7,
60,150.4,
61,153.3,
62,156.4,
63,159.7,
64,163.1,
65,166.6,
66,170.1,
67,173.5,
68,176.8,
69,180.1,
70,183.2,
71,186.4,
72,189.5,
73,192.6,
74,195.9,
75,199.4,
76,203.4,
77,208.1,
78,214.5,
79,223.7,
80,236.7,
81,250.9,
82,266.8,
83,287.0,
84,302.0,
85,311.0,
86,317.2,
87,322.1,
88,326.3,
89,330.1,
90,333.6,
91,337.0,
92,340.4,
93,343.9,
94,347.5,
95,351.6,
96,356.2,
97,361.9,
98,369.8,
99,384.2,
100,845.0,
,,
Weighting,Volume,
Filename,1000x_H_4_2_real 2024-09-25 14-15-25,
Mean,216.4,
Mode,83.5,
SD,105.4,
D10,85.7,
D50,191.2,
D90,354.6,
Valid Tracks,4993.0,
Graph Data,
Bin centre (nm),Volume conc. (nm³ / ml),
0.5,0,
1.5,0,
2.5,0,
3.5,0,
4.5,0,
5.5,0,
6.5,0,
7.5,0,
8.5,0,
9.5,0,
10.5,0,
11.5,0,
12.5,0,
13.5,0,
14.5,0,
15.5,0,
16.5,0,
17.5,0,
18.5,0,
19.5,0,
20.5,0,
21.5,0,
22.5,0,
23.5,0,
24.5,0,
25.5,0,
26.5,0,
27.5,2,
28.5,9,
29.5,48,
30.5,238,
31.5,1120,
32.5,5022,
33.5,21689,
34.5,90786,
35.5,369873,
36.5,1470235,
37.5,5707384,
38.5,21633860,
39.5,79998031,
40.5,288187342,
41.5,1009755580,
42.5,3435119286,
43.5,11324973624,
44.5,36107609997,
45.5,111062753890,
46.5,328593588300,
47.5,931737705523,
48.5,2521061198110,
49.5,6476844428523,
50.5,15714301216473,
51.5,35811908521564,
52.5,76278287328007,
53.5,151238285672849,
54.5,278392407532078,
55.5,475317875838557,
56.5,753473718943206,
57.5,1112171986150044,
58.5,1535788229985370,
59.5,1996335808838629,
60.5,2460691183057388,
61.5,2899288264471016,
62.5,3292732147788549,
63.5,3634422378847220,
64.5,3929438725516332,
65.5,4191264134185576,
66.5,4438051229255164,
67.5,4689533168907247,
68.5,4964942208192073,
69.5,5281782490620900,
70.5,5655074953806608,
71.5,6096675307452313,
72.5,6614368216679377,
73.5,7210607157043934,
74.5,7880978376529686,
75.5,8612700552308536,
76.5,9383682404442926,
77.5,10162762168957766,
78.5,10911643843138296,
79.5,11588671617011022,
80.5,12154010033455226,
81.5,12575225549817718,
82.5,12831961822632344,
83.5,12918550064353338,
84.5,12843973082337412,
85.5,12629370100075268,
86.5,12303909315497544,
87.5,11900138393876038,
88.5,11449814413231610,
89.5,10980847497778346,
90.5,10515562641779222,
91.5,10070146685825554,
92.5,9654967345976282,
93.5,9275415258631766,
94.5,8932975189564294,
95.5,8626322809145469,
96.5,8352329505763550,
97.5,8106921030139357,
98.5,7885773512588770,
99.5,7684848299814470,
100.5,7500773468266787,
101.5,7331082076667560,
102.5,7174319749410029,
103.5,7030038550013158,
104.5,6898699505681932,
105.5,6781510637956604,
106.5,6680229077115150,
107.5,6596953857080579,
108.5,6533930589396530,
109.5,6493381656233357,
110.5,6477367521216216,
111.5,6487677768996628,
112.5,6525745574697748,
113.5,6592576880530907,
114.5,6688685513319060,
115.5,6814027388243458,
116.5,6967930254795755,
117.5,7149019576507455,
118.5,7355145542679682,
119.5,7583320334976830,
120.5,7829678035080986,
121.5,8089471356724872,
122.5,8357119145237841,
123.5,8626315889494831,
124.5,8890209222069097,
125.5,9141643879511980,
126.5,9373461715843876,
127.5,9578838434149772,
128.5,9751630314470396,
129.5,9886699899390454,
130.5,9980189445687650,
131.5,10029715314712394,
132.5,10034464823079362,
133.5,9995188074184532,
134.5,9914089092567942,
135.5,9794631247289530,
136.5,9641279870097588,
137.5,9459209186422590,
138.5,9254000993126408,
139.5,9031359449487926,
140.5,8796860897753116,
141.5,8555751000369359,
142.5,8312794812116871,
143.5,8072179581363088,
144.5,7837465634000421,
145.5,7611577828893610,
146.5,7396828701706133,
147.5,7194964268748966,
148.5,7007224198027737,
149.5,6834409319700176,
150.5,6676950941955727,
151.5,6534977933035666,
152.5,6408378876864015,
153.5,6296857729080373,
154.5,6199982265303441,
155.5,6117225234859325,
156.5,6047998542209546,
157.5,5991681015771802,
158.5,5947640432399154,
159.5,5915250483582661,
160.5,5893903329811052,
161.5,5883018317186989,
162.5,5882047345371385,
163.5,5890477290367879,
164.5,5907829808955281,
165.5,5933658787971678,
166.5,5967545653538515,
167.5,6009092723765970,
168.5,6057914772303476,
169.5,6113628969576208,
170.5,6175843382014638,
171.5,6244144237161351,
172.5,6318082203287629,
173.5,6397157986152656,
174.5,6480807611710728,
175.5,6568387840974428,
176.5,6659162249252473,
177.5,6752288592650629,
178.5,6846808173790084,
179.5,6941637997914099,
180.5,7035566568901874,
181.5,7127254199270833,
182.5,7215238684911554,
183.5,7297947109376954,
184.5,7373714382209980,
185.5,7440808871104852,
186.5,7497465158022010,
187.5,7541923539605764,
188.5,7572475420409121,
189.5,7587513241794216,
190.5,7585583089001957,
191.5,7565437671951933,
192.5,7526087033858644,
193.5,7466844156104196,
194.5,7387362639503674,
195.5,7287663877813736,
196.5,7168151602729706,
197.5,7029612350553003,
198.5,6873201232643705,
199.5,6700413316367833,
200.5,6513041857716889,
201.5,6313125482833477,
202.5,6102887111549140,
203.5,5884667886933071,
204.5,5660859580751687,
205.5,5433838875848059,
206.5,5205906602705488,
207.5,4979234474722654,
208.5,4755821189924858,
209.5,4537459018812737,
210.5,4325711252568752,
211.5,4121900206036474,
212.5,3927104904442238,
213.5,3742167161439796,
214.5,3567704489931374,
215.5,3404128170066303,
216.5,3251664812489069,
217.5,3110379872471044,
218.5,2980201761286406,
219.5,2860945435338815,
220.5,2752334594043563,
221.5,2654021863157915,
222.5,2565606565364018,
223.5,2486649874667142,
224.5,2416687311480586,
225.5,2355238660159398,
226.5,2301815483170202,
227.5,2255926470166540,
228.5,2217080901108737,
229.5,2184790525517567,
230.5,2158570169677735,
231.5,2137937383756626,
232.5,2122411434599545,
233.5,2111511938749420,
234.5,2104757415106819,
235.5,2101664017391231,
236.5,2101744682734374,
237.5,2104508903232574,
238.5,2109463291290067,
239.5,2116113066502721,
240.5,2123964541416109,
241.5,2132528626685705,
242.5,2141325314513216,
243.5,2149889035455736,
244.5,2157774721174767,
245.5,2164564348788621,
246.5,2169873695285691,
247.5,2173358997440630,
248.5,2174723197084423,
249.5,2173721455951313,
250.5,2170165649383794,
251.5,2163927592930606,
252.5,2154940817810358,
253.5,2143200785865896,
254.5,2128763516583092,
255.5,2111742682110802,
256.5,2092305304413157,
257.5,2070666256522679,
258.5,2047081822694806,
259.5,2021842606984653,
260.5,1995266095330547,
261.5,1967689172783442,
262.5,1939460876995330,
263.5,1910935634704605,
264.5,1882467183256502,
265.5,1854403328682723,
266.5,1827081639289728,
267.5,1800826122882815,
268.5,1775944889614931,
269.5,1752728763016703,
270.5,1731450770390179,
271.5,1712366420909240,
272.5,1695714665102483,
273.5,1681719422300113,
274.5,1670591561875819,
275.5,1662531228375068,
276.5,1657730408545869,
277.5,1656375648596042,
278.5,1658650841319310,
279.5,1664740014274662,
280.5,1674830061062218,
281.5,1689113367268031,
282.5,1707790290652540,
283.5,1731071461208634,
284.5,1759179870889503,
285.5,1792352725096240,
286.5,1830843028541484,
287.5,1874920877134073,
288.5,1924874425223359,
289.5,1981010494332557,
290.5,2043654785526135,
291.5,2113151653398401,
292.5,2189863395464281,
293.5,2274169007030408,
294.5,2366462348798345,
295.5,2467149672866825,
296.5,2576646453003269,
297.5,2695373467347638,
298.5,2823752086567429,
299.5,2962198728365342,
300.5,3111118450319290,
301.5,3270897667755628,
302.5,3441896001656317,
303.5,3624437283873658,
304.5,3818799772567513,
305.5,4025205659973520,
306.5,4243809986558691,
307.5,4474689109703170,
308.5,4717828910303601,
309.5,4973112956134988,
310.5,5240310874798506,
311.5,5519067220404337,
312.5,5808891144980413,
313.5,6109147206380169,
314.5,6419047657430604,
315.5,6737646564639663,
316.5,7063836097663942,
317.5,7396345311696899,
318.5,7733741713345171,
319.5,8074435855812535,
320.5,8416689152013233,
321.5,8758625025043037,
322.5,9098243435424542,
323.5,9433438736237412,
324.5,9762020712839806,
325.5,10081738565914106,
326.5,10390307499650652,
327.5,10685437482982036,
328.5,10964863666374170,
329.5,11226377862001978,
330.5,11467860435248090,
331.5,11687311913903828,
332.5,11882883599295262,
333.5,12052906463788512,
334.5,12195917642314392,
335.5,12310683870405510,
336.5,12396221289471086,
337.5,12451811126211560,
338.5,12477010857531700,
339.5,12471660589458372,
340.5,12435884505184304,
341.5,12370087368523040,
342.5,12274946200224674,
343.5,12151397370704036,
344.5,12000619469556236,
345.5,11824012415643622,
346.5,11623173357997056,
347.5,11399869984612816,
348.5,11156011902078422,
349.5,10893620772097998,
350.5,10614799892873454,
351.5,10321703893283966,
352.5,10016509169189362,
353.5,9701385635292628,
354.5,9378470296821128,
355.5,9049843065246572,
356.5,8717505155421772,
357.5,8383360311588887,
358.5,8049199019638680,
359.5,7716685775791998,
360.5,7387349401108674,
361.5,7062576317838068,
362.5,6743606640441731,
363.5,6431532881203069,
364.5,6127301029383740,
365.5,5831713732855781,
366.5,5545435292494182,
367.5,5268998171211141,
368.5,5002810720279261,
369.5,4747165834678437,
370.5,4502250264652954,
371.5,4268154331622286,
372.5,4044881821188847,
373.5,3832359853259680,
374.5,3630448557832411,
375.5,3438950413593450,
376.5,3257619134657532,
377.5,3086168017289234,
378.5,2924277683153996,
379.5,2771603177857011,
380.5,2627780403221970,
381.5,2492431878630972,
382.5,2365171840925562,
383.5,2245610703943791,
384.5,2133358907715650,
385.5,2028030194222308,
386.5,1929244351207547,
387.5,1836629468606720,
388.5,1749823753476666,
389.5,1668476949530946,
390.5,1592251406530806,
391.5,1520822843067161,
392.5,1453880844107837,
393.5,1391129131971424,
394.5,1332285646422847,
395.5,1277082466586296,
396.5,1225265604157143,
397.5,1176594694393551,
398.5,1130842608295875,
399.5,1087795006628597,
400.5,1047249853689806,
401.5,1009016906295814,
402.5,972917191165851,
403.5,938782481758332,
404.5,906454783775097,
405.5,875785836769608,
406.5,846636637784822,
407.5,818876991531128,
408.5,792385090331500,
409.5,767047125945979,
410.5,742756934338365,
411.5,719415673495624,
412.5,696931533596179,
413.5,675219478009683,
414.5,654201012950398,
415.5,633803982971478,
416.5,613962388958469,
417.5,594616224797763,
418.5,575711328548077,
419.5,557199243637952,
420.5,539037085427023,
421.5,521187408403616,
422.5,503618069320677,
423.5,486302081711838,
424.5,469217457534504,
425.5,452347032057050,
426.5,435678268644959,
427.5,419203040719953,
428.5,402917388897616,
429.5,386821252133858,
430.5,370918172570828,
431.5,355214974710924,
432.5,339721420464478,
433.5,324449842544948,
434.5,309414759540240,
435.5,294632476799560,
436.5,280120677939455,
437.5,265898012345036,
438.5,251983684433783,
439.5,238397050674081,
440.5,225157230411659,
441.5,212282736406023,
442.5,199791130667250,
443.5,187698710695148,
444.5,176020230572396,
445.5,164768660595502,
446.5,153954988243699,
447.5,143588062346487,
448.5,133674481315708,
449.5,124218525327149,
450.5,115222131378611,
451.5,106684909255619,
452.5,98604195632547,
453.5,90975142844385,
454.5,83790838301725,
455.5,77042450100352,
456.5,70719394101515,
457.5,64809517629654,
458.5,59299294943392,
459.5,54174029775616,
460.5,49418060489445,
461.5,45014963745967,
462.5,40947753003271,
463.5,37199068647463,
464.5,33751357070610,
465.5,30587036542165,
466.5,27688648247274,
467.5,25038991376518,
468.5,22621241627973,
469.5,20419052919352,
470.5,18416642492642,
471.5,16598859924931,
472.5,14951240832262,
473.5,13460046269782,
474.5,12112288991617,
475.5,10895747843688,
476.5,9798971623124,
477.5,8811273758787,
478.5,7922719151069,
479.5,7124104464097,
480.5,6406933094676,
481.5,5763385956223,
482.5,5186289117278,
483.5,4669079228500,
484.5,4205767562827,
485.5,3790903384474,
486.5,3419537256790,
487.5,3087184798183,
488.5,2789791301754,
489.5,2523697548530,
490.5,2285607067044,
491.5,2072555023908,
492.5,1881878870627,
493.5,1711190821152,
494.5,1558352192018,
495.5,1421449601705,
496.5,1298772997495,
497.5,1188795455837,
498.5,1090154685285,
499.5,1001636148779,
500.5,922157713739,
501.5,850755733366,
502.5,786572460272,
503.5,728844693462,
504.5,676893561328,
505.5,630115346305,
506.5,587973260784,
507.5,549990088595,
508.5,515741611431,
509.5,484850745029,
510.5,456982315364,
511.5,431838410570,
512.5,409154249650,
513.5,388694514132,
514.5,370250093750,
515.5,353635201809,
516.5,338684820193,
517.5,325252437999,
518.5,313208051405,
519.5,302436395822,
520.5,292835384395,
521.5,284314729756,
522.5,276794728458,
523.5,270205189781,
524.5,264484492673,
525.5,259578756424,
526.5,255441112318,
527.5,252031064952,
528.5,249313933265,
529.5,247260362421,
530.5,245845898759,
531.5,245050620915,
532.5,244858821021,
533.5,245258730596,
534.5,246242286353,
535.5,247804931700,
536.5,249945450171,
537.5,252665827454,
538.5,255971138998,
539.5,259869460533,
540.5,264371799060,
541.5,269492042100,
542.5,275246923161,
543.5,281656001563,
544.5,288741654821,
545.5,296529081939,
546.5,305046315985,
547.5,314324244394,
548.5,324396635441,
549.5,335300169357,
550.5,347074472521,
551.5,359762153156,
552.5,373408836917,
553.5,388063200674,
554.5,403777002787,
555.5,420605108050,
556.5,438605505443,
557.5,457839316738,
558.5,478370793925,
559.5,500267303368,
560.5,523599294496,
561.5,548440250808,
562.5,574866620871,
563.5,602957726997,
564.5,632795649202,
565.5,664465082092,
566.5,698053162293,
567.5,733649264109,
568.5,771344761136,
569.5,811232751668,
570.5,853407745867,
571.5,897965312818,
572.5,945001685818,
573.5,994613324481,
574.5,1046896432549,
575.5,1101946430611,
576.5,1159857383333,
577.5,1220721381228,
578.5,1284627877438,
579.5,1351662980555,
580.5,1421908705005,
581.5,1495442181160,
582.5,1572334827933,
583.5,1652651491253,
584.5,1736449552516,
585.5,1823778011753,
586.5,1914676550974,
587.5,2009174583829,
588.5,2107290298363,
589.5,2209029700363,
590.5,2314385665337,
591.5,2423337007807,
592.5,2535847577041,
593.5,2651865388891,
594.5,2771321803676,
595.5,2894130760415,
596.5,3020188077834,
597.5,3149370832685,
598.5,3281536825841,
599.5,3416524146459,
600.5,3554150844216,
601.5,3694214719136,
602.5,3836493237989,
603.5,3980743585486,
604.5,4126702857605,
605.5,4274088403464,
606.5,4422598320903,
607.5,4571912109780,
608.5,4721691485556,
609.5,4871581354308,
610.5,5021210948716,
611.5,5170195122944,
612.5,5318135802755,
613.5,5464623585275,
614.5,5609239481361,
615.5,5751556791589,
616.5,5891143105388,
617.5,6027562411071,
618.5,6160377303128,
619.5,6289151271594,
620.5,6413451057051,
621.5,6532849053734,
622.5,6646925742053,
623.5,6755272131229,
624.5,6857492191994,
625.5,6953205258990,
626.5,7042048382269,
627.5,7123678607451,
628.5,7197775164244,
629.5,7264041543684,
630.5,7322207445158,
631.5,7372030575193,
632.5,7413298281324,
633.5,7445829005571,
634.5,7469473543811,
635.5,7484116098977,
636.5,7489675117896,
637.5,7486103903676,
638.5,7473390997665,
639.5,7451560327088,
640.5,7420671116840,
641.5,7380817566114,
642.5,7332128292764,
643.5,7274765550529,
644.5,7208924226413,
645.5,7134830627494,
646.5,7052741068444,
647.5,6962940272748,
648.5,6865739602321,
649.5,6761475131631,
