NTA Single Analysis Summary File,
Created with NTA 3.3 Dev Build 3.3.301,
,
[Experiment Details],,
Software Version,NTA 3.3 Dev Build 3.3.301,
2.5,0,
3.5,0,
4.5,0,
5.5,0,
6.5,0,
7.5,0,
8.5,0,
9.5,0,
10.5,0,
11.5,0,
12.5,0,
13.5,0,
14.5,0,
15.5,0,
16.5,0,
17.5,0,
18.5,0,
19.5,0,
20.5,0,
21.5,0,
22.5,0,
23.5,0,
24.5,0,
25.5,0,
26.5,0,
27.5,0,
28.5,0,
29.5,0,
30.5,0,
31.5,0,
32.5,0,
33.5,0,
34.5,0,
35.5,0,
36.5,0,
37.5,0,
38.5,0,
39.5,0,
40.5,0,
41.5,0,
42.5,0,
43.5,0,
44.5,0,
45.5,0,
46.5,0,
47.5,0,
48.5,0,
49.5,0,
50.5,0,
51.5,0,
52.5,0,
53.5,0,
54.5,0,
55.5,0,
56.5,0,
57.5,0,
58.5,0,
59.5,0,
60.5,0,
61.5,0,
62.5,0,
63.5,0,
64.5,0,
65.5,0,
66.5,0,
67.5,0,
68.5,0,
69.5,0,
70.5,0,
71.5,0,
72.5,0,
73.5,0,
74.5,1,
75.5,5,
76.5,24,
77.5,103,
78.5,424,
79.5,1641,
80.5,6004,
81.5,20757,
82.5,67871,
83.5,209968,
84.5,614789,
85.5,1704161,
86.5,4472770,
87.5,11116061,
88.5,26158955,
89.5,58283042,
90.5,122930578,
91.5,245428079,
92.5,463786186,
93.5,829625208,
94.5,1405217918,
95.5,2254971584,
96.5,3431192465,
97.5,4956517484,
98.5,6807974494,
99.5,8908755308,
100.5,11132331330,
101.5,13319654382,
102.5,15305463378,
103.5,16946391667,
104.5,18143183041,
105.5,18851858218,
106.5,19082704135,
107.5,18889617208,
108.5,18354326924,
109.5,17570099395,
110.5,16628246648,
111.5,15609021822,
112.5,14576971665,
113.5,13579885424,
114.5,12650132475,
115.5,11807248862,
116.5,11060906821,
117.5,10413719523,
118.5,9863603789,
119.5,9405613706,
120.5,9033270770,
121.5,8739469951,
122.5,8517056695,
123.5,8359164524,
124.5,8259388255,
125.5,8211850943,
126.5,8211206895,
127.5,8252610014,
128.5,8331666388,
129.5,8444382359,
130.5,8587113711,
131.5,8756517791,
132.5,8949508004,
133.5,9163208875,
134.5,9394909592,
135.5,9642014396,
136.5,9901989144,
137.5,10172304706,
138.5,10450379230,
139.5,10733522710,
140.5,11018888369,
141.5,11303436108,
142.5,11583913515,
143.5,11856859516,
144.5,12118634767,
145.5,12365481166,
146.5,12593610579,
147.5,12799320172,
148.5,12979128764,
149.5,13129925840,
150.5,13249122581,
151.5,13334792847,
152.5,13385791919,
153.5,13401841960,
154.5,13383575684,
155.5,13332533329,
156.5,13251112239,
157.5,13142472688,
158.5,13010407356,
159.5,12859184699,
160.5,12693377971,
161.5,12517691758,
162.5,12336796762,
163.5,12155181412,
164.5,11977026225,
165.5,11806103922,
166.5,11645705720,
167.5,11498591987,
168.5,11366963992,
169.5,11252452604,
170.5,11156119614,
171.5,11078467722,
172.5,11019455955,
173.5,10978518322,
174.5,10954584600,
175.5,10946103309,
176.5,10951067900,
177.5,10967048015,
178.5,10991228152,
179.5,11020456288,
180.5,11051304702,
181.5,11080144676,
182.5,11103235615,
183.5,11116827824,
184.5,11117276518,
185.5,11101163000,
186.5,11065417451,
187.5,11007436561,
188.5,10925188689,
189.5,10817299295,
190.5,10683110271,
191.5,10522708384,
192.5,10336920222,
193.5,10127273571,
194.5,9895927720,
195.5,9645577574,
196.5,9379338263,
197.5,9100618102,
198.5,8812988097,
199.5,8520055783,
200.5,8225350115,
201.5,7932222574,
202.5,7643767896,
203.5,7362765975,
204.5,7091644853,
205.5,6832463317,
206.5,6586910609,
207.5,6356320144,
208.5,6141693850,
209.5,5943733794,
210.5,5762878015,
211.5,5599337899,
212.5,5453134942,
213.5,5324135225,
214.5,5212080438,
215.5,5116614703,
216.5,5037306811,
217.5,4973667770,
218.5,4925163797,
219.5,4891225019,
220.5,4871250288,
221.5,4864608577,
222.5,4870637475,
223.5,4888639334,
224.5,4917875665,
225.5,4957560368,
226.5,5006852421,
227.5,5064848669,
228.5,5130577326,
229.5,5202992834,
230.5,5280972681,
231.5,5363316724,
232.5,5448749519,
233.5,5535926035,
234.5,5623441020,
235.5,5709842108,
236.5,5793646606,
237.5,5873361670,
238.5,5947507412,
239.5,6014642255,
240.5,6073389725,
241.5,6122465685,
242.5,6160704967,
243.5,6187086312,
244.5,6200754553,
245.5,6201039083,
246.5,6187467799,
247.5,6159775903,
248.5,6117909189,
249.5,6062021710,
250.5,5992467953,
251.5,5909789927,
252.5,5814699763,
253.5,5708058601,
254.5,5590852667,
255.5,5464167519,
256.5,5329161413,
257.5,5187038753,
258.5,5039024466,
259.5,4886340039,
260.5,4730181817,
261.5,4571702002,
262.5,4411992633,
263.5,4252072693,
264.5,4092878337,
265.5,3935256134,
266.5,3779959110,
267.5,3627645322,
268.5,3478878647,
269.5,3334131420,
270.5,3193788592,
271.5,3058153047,
272.5,2927451765,
273.5,2801842527,
274.5,2681420928,
275.5,2566227442,
276.5,2456254396,
277.5,2351452684,
278.5,2251738126,
279.5,2156997383,
280.5,2067093390,
281.5,1981870276,
282.5,1901157762,
283.5,1824775038,
284.5,1752534160,
285.5,1684242965,
286.5,1619707560,
287.5,1558734418,
288.5,1501132108,
289.5,1446712710,
290.5,1395292949,
291.5,1346695083,
292.5,1300747576,
293.5,1257285597,
294.5,1216151361,
295.5,1177194343,
296.5,1140271391,
297.5,1105246746,
298.5,1071992004,
299.5,1040386012,
300.5,1010314730,
301.5,981671060,
302.5,954354649,
303.5,928271677,
304.5,903334633,
305.5,879462088,
306.5,856578459,
307.5,834613776,
308.5,813503445,
309.5,793188020,
310.5,773612970,
311.5,754728452,
312.5,736489089,
313.5,718853744,
314.5,701785306,
315.5,685250471,
316.5,669219524,
317.5,653666136,
318.5,638567144,
319.5,623902348,
320.5,609654308,
321.5,595808135,
322.5,582351297,
323.5,569273419,
324.5,556566094,
325.5,544222698,
326.5,532238207,
327.5,520609026,
328.5,509332821,
329.5,498408366,
330.5,487835389,
331.5,477614443,
332.5,467746770,
333.5,458234194,
334.5,449079012,
335.5,440283904,
336.5,431851853,
337.5,423786080,
338.5,416089987,
339.5,408767118,
340.5,401821123,
341.5,395255740,
342.5,389074790,
343.5,383282171,
344.5,377881875,
345.5,372878004,
346.5,368274793,
347.5,364076653,
348.5,360288200,
349.5,356914310,
350.5,353960160,
351.5,351431285,
352.5,349333632,
353.5,347673620,
354.5,346458190,
355.5,345694871,
356.5,345391829,
357.5,345557929,
358.5,346202776,
359.5,347336773,
360.5,348971154,
361.5,351118024,
362.5,353790382,
363.5,357002143,
364.5,360768142,
365.5,365104128,
366.5,370026742,
367.5,375553481,
368.5,381702635,
369.5,388493214,
370.5,395944836,
371.5,404077598,
372.5,412911912,
373.5,422468305,
374.5,432767186,
375.5,443828568,
376.5,455671752,
377.5,468314956,
378.5,481774905,
379.5,496066360,
380.5,511201607,
381.5,527189883,
382.5,544036756,
383.5,561743456,
384.5,580306159,
385.5,599715237,
386.5,619954470,
387.5,641000243,
388.5,662820737,
389.5,685375117,
390.5,708612763,
391.5,732472535,
392.5,756882113,
393.5,781757436,
394.5,807002263,
395.5,832507882,
396.5,858153008,
397.5,883803885,
398.5,909314629,
399.5,934527829,
400.5,959275428,
401.5,983379907,
402.5,1006655765,
403.5,1028911308,
404.5,1049950735,
405.5,1069576497,
406.5,1087591907,
407.5,1103803960,
408.5,1118026307,
409.5,1130082333,
410.5,1139808260,
411.5,1147056215,
412.5,1151697160,
413.5,1153623632,
414.5,1152752186,
415.5,1149025484,
416.5,1142413941,
417.5,1132916896,
418.5,1120563224,
419.5,1105411400,
420.5,1087548959,
421.5,1067091389,
422.5,1044180451,
423.5,1018981989,
424.5,991683266,
425.5,962489903,
426.5,931622508,
427.5,899313078,
428.5,865801265,
429.5,831330620,
430.5,796144886,
431.5,760484454,
432.5,724583043,
433.5,688664681,
434.5,652941048,
435.5,617609221,
436.5,582849837,
437.5,548825714,
438.5,515680896,
439.5,483540136,
440.5,452508775,
441.5,422672993,
442.5,394100381,
443.5,366840794,
444.5,340927438,
445.5,316378134,
446.5,293196710,
447.5,271374484,
448.5,250891786,
449.5,231719474,
450.5,213820435,
451.5,197151014,
452.5,181662365,
453.5,167301708,
454.5,154013475,
455.5,141740331,
456.5,130424090,
457.5,120006492,
458.5,110429885,
459.5,101637776,
460.5,93575290,
461.5,86189531,
462.5,79429856,
463.5,73248075,
464.5,67598578,
465.5,62438412,
466.5,57727303,
467.5,53427642,
468.5,49504433,
469.5,45925220,
470.5,42659992,
471.5,39681070,
472.5,36962987,
473.5,34482361,
474.5,32217765,
475.5,30149596,
476.5,28259941,
477.5,26532457,
478.5,24952243,
479.5,23505725,
480.5,22180546,
481.5,20965457,
482.5,19850225,
483.5,18825537,
484.5,17882916,
485.5,17014644,
486.5,16213687,
487.5,15473634,
488.5,14788630,
489.5,14153326,
490.5,13562829,
491.5,13012654,
492.5,12498688,
493.5,12017152,
494.5,11564568,
495.5,11137734,
496.5,10733699,
497.5,10349741,
498.5,9983348,
499.5,9632209,
500.5,9294196,
501.5,8967357,
502.5,8649912,
503.5,8340243,
504.5,8036894,
505.5,7738572,
506.5,7444142,
507.5,7152631,
508.5,6863232,
509.5,6575299,
510.5,6288356,
511.5,6002091,
512.5,5716362,
513.5,5431190,
514.5,5146758,
515.5,4863403,
516.5,4581609,
517.5,4301994,
518.5,4025294,
519.5,3752347,
520.5,3484073,
521.5,3221449,
522.5,2965485,
523.5,2717201,
524.5,2477593,
525.5,2247613,
526.5,2028140,
527.5,1819956,
528.5,1623726,
529.5,1439979,
530.5,1269098,
531.5,1111306,
532.5,966666,
533.5,835085,
534.5,716313,
535.5,609959,
536.5,515506,
537.5,432327,
538.5,359707,
539.5,296863,
540.5,242967,
541.5,197169,
542.5,158616,
543.5,126471,
544.5,99929,
545.5,78229,
546.5,60666,
547.5,46596,
548.5,35441,
549.5,26690,
550.5,19897,
551.5,14681,
552.5,10721,
553.5,7746,
554.5,5537,
555.5,3915,
556.5,2738,
557.5,1894,
558.5,1295,
559.5,876,
560.5,585,
561.5,387,
562.5,252,
563.5,163,
564.5,104,
565.5,65,
566.5,41,
567.5,25,
568.5,15,
569.5,9,
570.5,5,
571.5,3,
572.5,2,
573.5,1,
574.5,0,
575.5,0,
576.5,0,
577.5,0,
578.5,0,
579.5,0,
580.5,0,
581.5,0,
582.5,0,
583.5,0,
584.5,0,
585.5,0,
586.5,0,
587.5,0,
588.5,0,
589.5,0,
590.5,0,
591.5,0,
592.5,0,
593.5,0,
594.5,0,
595.5,0,
596.5,0,
597.5,0,
598.5,0,
599.5,0,
600.5,0,
601.5,0,
602.5,0,
603.5,0,
604.5,0,
605.5,0,
606.5,0,
607.5,0,
608.5,0,
609.5,0,
610.5,0,
611.5,0,
612.5,0,
613.5,0,
614.5,0,
615.5,0,
616.5,0,
617.5,0,
618.5,0,
619.5,0,
620.5,0,
621.5,0,
622.5,0,
623.5,0,
624.5,0,
625.5,0,
626.5,0,
627.5,0,
628.5,0,
629.5,0,
630.5,0,
631.5,0,
632.5,0,
633.5,0,
634.5,0,
635.5,0,
636.5,0,
637.5,0,
638.5,0,
639.5,0,
640.5,0,
641.5,0,
642.5,0,
643.5,0,
644.5,0,
645.5,0,
646.5,0,
647.5,0,
648.5,0,
649.5,0,
650.5,0,
651.5,0,
652.5,0,
653.5,0,
654.5,0,
655.5,0,
656.5,0,
657.5,0,
658.5,0,
659.5,0,
660.5,0,
661.5,0,
662.5,0,
663.5,0,
664.5,0,
665.5,0,
666.5,0,
667.5,0,
668.5,0,
669.5,0,
670.5,0,
671.5,0,
672.5,0,
673.5,0,
674.5,0,
675.5,0,
676.5,0,
677.5,0,
678.5,0,
679.5,0,
680.5,0,
681.5,0,
682.5,0,
683.5,0,
684.5,0,
685.5,0,
686.5,0,
687.5,0,
688.5,0,
689.5,0,
690.5,0,
691.5,0,
692.5,0,
693.5,0,
694.5,0,
695.5,0,
696.5,0,
697.5,0,
698.5,0,
699.5,0,
700.5,0,
701.5,0,
702.5,0,
703.5,0,
704.5,0,
705.5,0,
706.5,0,
707.5,0,
708.5,0,
709.5,0,
710.5,0,
711.5,0,
712.5,0,
713.5,0,
714.5,0,
715.5,0,
716.5,0,
717.5,0,
718.5,0,
719.5,0,
720.5,0,
721.5,0,
722.5,0,
723.5,0,
724.5,0,
725.5,0,
726.5,0,
727.5,0,
728.5,0,
729.5,0,
730.5,0,
731.5,0,
732.5,0,
733.5,0,
734.5,0,
735.5,0,
736.5,0,
737.5,0,
738.5,0,
739.5,0,
740.5,0,
741.5,0,
742.5,0,
743.5,0,
744.5,0,
745.5,0,
746.5,0,
747.5,0,
748.5,0,
749.5,0,
750.5,0,
751.5,0,
752.5,0,
753.5,0,
754.5,0,
755.5,0,
756.5,0,
757.5,0,
758.5,0,
759.5,0,
760.5,0,
761.5,0,
762.5,0,
763.5,0,
764.5,0,
765.5,0,
766.5,0,
767.5,0,
768.5,0,
769.5,0,
770.5,0,
771.5,0,
772.5,0,
773.5,0,
774.5,0,
775.5,0,
776.5,0,
777.5,0,
778.5,0,
779.5,0,
780.5,0,
781.5,0,
782.5,0,
783.5,0,
784.5,0,
785.5,0,
786.5,0,
787.5,0,
788.5,0,
789.5,0,
790.5,0,
791.5,0,
792.5,0,
793.5,0,
794.5,0,
795.5,0,
796.5,0,
797.5,0,
798.5,0,
799.5,0,
800.5,0,
801.5,0,
802.5,0,
803.5,0,
804.5,0,
805.5,0,
806.5,0,
807.5,0,
808.5,0,
809.5,0,
810.5,0,
811.5,0,
812.5,0,
813.5,0,
814.5,0,
815.5,0,
816.5,0,
817.5,0,
818.5,0,
819.5,0,
820.5,0,
821.5,0,
822.5,0,
823.5,0,
824.5,0,
825.5,0,
826.5,0,
827.5,0,
828.5,0,
829.5,0,
830.5,0,
831.5,0,
832.5,0,
833.5,0,
834.5,0,
835.5,0,
836.5,0,
837.5,0,
838.5,0,
839.5,0,
840.5,0,
841.5,0,
842.5,0,
843.5,0,
844.5,0,
845.5,0,
846.5,0,
847.5,0,
848.5,0,
849.5,0,
850.5,0,
851.5,0,
852.5,0,
853.5,0,
854.5,0,
855.5,0,
856.5,0,
857.5,0,
858.5,0,
859.5,0,
860.5,0,
861.5,0,
862.5,0,
863.5,0,
864.5,0,
865.5,0,
866.5,0,
867.5,0,
868.5,0,
869.5,0,
870.5,0,
871.5,0,
872.5,0,
873.5,0,
874.5,0,
875.5,0,
876.5,0,
877.5,0,
878.5,0,
879.5,0,
880.5,0,
881.5,0,
882.5,0,
883.5,0,
884.5,0,
885.5,0,
886.5,0,
887.5,0,
888.5,0,
889.5,0,
890.5,0,
891.5,0,
892.5,0,
893.5,0,
894.5,0,
895.5,0,
896.5,0,
897.5,0,
898.5,0,
899.5,0,
900.5,0,
901.5,0,
902.5,0,
903.5,0,
904.5,0,
905.5,0,
906.5,0,
907.5,0,
908.5,0,
909.5,0,
910.5,0,
911.5,0,
912.5,0,
913.5,0,
914.5,0,
915.5,0,
916.5,0,
917.5,0,
918.5,0,
919.5,0,
920.5,0,
921.5,0,
922.5,0,
923.5,0,
924.5,0,
925.5,0,
926.5,0,
927.5,0,
928.5,0,
929.5,0,
930.5,0,
931.5,0,
932.5,0,
933.5,0,
934.5,0,
935.5,0,
936.5,0,
937.5,0,
938.5,0,
939.5,0,
940.5,0,
941.5,0,
942.5,0,
943.5,0,
944.5,0,
945.5,0,
946.5,0,
947.5,0,
948.5,0,
949.5,0,
950.5,0,
951.5,0,
952.5,0,
953.5,0,
954.5,0,
955.5,0,
956.5,0,
957.5,0,
958.5,0,
959.5,0,
960.5,0,
961.5,0,
962.5,0,
963.5,0,
964.5,0,
965.5,0,
966.5,0,
967.5,0,
968.5,0,
969.5,0,
970.5,0,
971.5,0,
972.5,0,
973.5,0,
974.5,0,
975.5,0,
976.5,0,
977.5,0,
978.5,0,
979.5,0,
980.5,0,
981.5,0,
982.5,0,
983.5,0,
984.5,0,
985.5,0,
986.5,0,
987.5,0,
988.5,0,
989.5,0,
990.5,0,
991.5,0,
992.5,0,
993.5,0,
994.5,0,
995.5,0,
996.5,0,
997.5,0,
998.5,0,
999.5,0,

Percentile,Size (nm),
0,74.0,
1,98.5,
2,100.5,
3,101.9,
4,103.0,
5,104.0,
6,105.0,
7,105.9,
8,106.8,
9,107.7,
10,108.7,
11,109.6,
12,110.7,
13,111.8,
14,112.9,
15,114.2,
16,115.6,
17,117.2,
18,118.9,
19,120.8,
20,122.8,
21,124.8,
22,126.9,
23,129.0,
24,131.1,
25,133.0,
26,134.9,
27,136.7,
28,138.4,
29,140.0,
30,141.6,
31,143.1,
32,144.5,
33,145.9,
34,147.3,
35,148.7,
36,150.0,
37,151.3,
38,152.6,
39,153.9,
40,155.2,
41,156.5,
42,157.8,
43,159.1,
44,160.5,
45,161.9,
46,163.3,
47,164.7,
48,166.2,
49,167.7,
50,169.2,
51,170.8,
52,172.3,
53,173.9,
54,175.5,
55,177.1,
56,178.6,
57,180.2,
58,181.8,
59,183.4,
60,184.9,
61,186.5,
62,188.0,
63,189.6,
64,191.3,
65,192.9,
66,194.7,
67,196.5,
68,198.4,
69,200.4,
70,202.6,
71,204.9,
72,207.6,
73,210.4,
74,213.6,
75,216.9,
76,220.4,
77,224.0,
78,227.5,
79,230.8,
80,234.0,
81,237.1,
82,240.0,
83,242.8,
84,245.6,
85,248.4,
86,251.3,
87,254.3,
88,257.5,
89,261.0,
90,265.0,
91,269.8,
92,275.8,
93,283.9,
94,295.9,
95,315.4,
96,351.7,
97,390.7,
98,409.2,
99,424.8,
100,574.0,
,,
Weighting,Surface Area,
Filename,1000x_L_4_2_real 2024-09-25 12-19-10,
Mean,242.7,
Mode,189.3,
SD,93.5,
D10,139.3,
D50,226.0,
D90,407.6,
Valid Tracks,3592.0,
Graph Data,
Bin centre (nm),Surface area conc. (nm² / ml),
0.5,0,
1.5,0,
2.5,0,
3.5,0,
4.5,0,
5.5,0,
6.5,0,
7.5,0,
8.5,0,
9.5,0,
10.5,0,
11.5,0,
12.5,0,
13.5,0,
14.5,0,
15.5,0,
16.5,0,
17.5,0,
18.5,0,
19.5,0,
20.5,0,
21.5,0,
22.5,0,
23.5,0,
24.5,0,
25.5,0,
26.5,0,
27.5,0,
28.5,0,
29.5,0,
30.5,0,
31.5,0,
32.5,0,
33.5,0,
34.5,0,
35.5,0,
36.5,0,
37.5,0,
38.5,0,
39.5,0,
40.5,0,
41.5,0,
42.5,0,
43.5,0,
44.5,0,
45.5,0,
46.5,0,
47.5,0,
48.5,0,
49.5,0,
50.5,0,
51.5,0,
52.5,0,
53.5,0,
54.5,0,
55.5,0,
56.5,0,
57.5,0,
58.5,0,
59.5,0,
60.5,0,
61.5,0,
62.5,0,
63.5,0,
64.5,0,
65.5,0,
66.5,0,
67.5,0,
68.5,0,
69.5,2,
70.5,15,
71.5,99,
72.5,601,
73.5,3410,
74.5,18196,
75.5,91363,
76.5,432106,
77.5,1926693,
78.5,8104721,
79.5,32183482,
80.5,120708833,
81.5,427837987,
82.5,1433701922,
83.5,4544224559,
84.5,13628071170,
85.5,38681015057,
86.5,103925708785,
87.5,264325429011,
88.5,636407423320,
89.5,1450346353816,
90.5,3128199544050,
91.5,6384935864259,
92.5,12332268440064,
93.5,22542254181703,
94.5,39007569573773,
95.5,63934870500999,
96.5,99342949824545,
97.5,146510792273912,
98.5,205409051530817,
99.5,274307022210115,
100.5,349732207819262,
101.5,426859753586727,
102.5,500260637161223,
103.5,564808462270244,
104.5,616495153090954,
105.5,652953522084535,
106.5,673598564994867,
107.5,679422958983741,
108.5,672566884370093,
109.5,655808014906970,
110.5,632093513986259,
111.5,604186686514583,
112.5,574450829357268,
113.5,544756597372152,
114.5,516480919755595,
115.5,490561999727149,
116.5,467580313779536,
117.5,447844356463272,
118.5,431468544056551,
119.5,418437469169899,
120.5,408655196893728,
121.5,401980827556765,
122.5,398252678509209,
123.5,397303692860962,
124.5,398970475157291,
125.5,403097950038426,
126.5,409541193083178,
127.5,418165568424289,
128.5,428845953962828,
129.5,441465547381337,
130.5,455914520519304,
131.5,472088619951458,
132.5,489887692843699,
133.5,509214045543122,
134.5,529970514490263,
135.5,552058140694102,
136.5,575373384429952,
137.5,599804888394604,
138.5,625229886314097,
139.5,651510449786357,
140.5,678489858418166,
141.5,705989456210565,
142.5,733806409899114,
143.5,761712802393184,
144.5,789456467387266,
145.5,816763893319742,
146.5,843345393955550,
147.5,868902563161790,
148.5,893137815199383,
149.5,915765579439307,
150.5,936524497721586,
151.5,955189794853284,
152.5,971584888476344,
153.5,985591296603397,
154.5,997155999863791,
155.5,1006295614972586,
156.5,1013097013517111,
157.5,1017714339794404,
158.5,1020362699966252,
159.5,1021309069836069,
160.5,1020861166048521,
161.5,1019355125557242,
162.5,1017142837199272,
163.5,1014579679022063,
164.5,1012013258847257,
165.5,1009773562641519,
166.5,1008164715249693,
167.5,1007458376155698,
168.5,1007888647681879,
169.5,1009648274585984,
170.5,1012885865380987,
171.5,1017703863721545,
172.5,1024157036168509,
173.5,1032251310991797,
174.5,1041942891488520,
175.5,1053137666232968,
176.5,1065691037194591,
177.5,1079408375138743,
178.5,1094046379773001,
179.5,1109315660553454,
180.5,1124884854213505,
181.5,1140386550575069,
182.5,1155425206119882,
183.5,1169587087011587,
184.5,1182452107823389,
185.5,1193607233884895,
186.5,1202660914431687,
187.5,1209257835469878,
188.5,1213093151099400,
189.5,1213925292603866,
190.5,1211586481481778,
191.5,1205990190560909,
192.5,1197134998779323,
193.5,1185104550600152,
194.5,1170063630606377,
195.5,1152250663187236,
196.5,1131967211860003,
197.5,1109565253634544,
198.5,1085433121931113,
199.5,1059981039601326,
200.5,1033627106706210,
201.5,1006784480919563,
202.5,979850313545312,
203.5,953196805814014,
204.5,927164551682983,
205.5,902058154101654,
206.5,878143955397748,
207.5,855649615672544,
208.5,834765207775763,
209.5,815645469545580,
210.5,798412857516787,
211.5,783161073130527,
212.5,769958774342744,
213.5,758853235409945,
214.5,749873769197488,
215.5,743034775718362,
216.5,738338324590582,
217.5,735776216751864,
218.5,735331501612115,
219.5,736979450365452,
220.5,740688005666291,
221.5,746417743083986,
222.5,754121392349530,
223.5,763742977096249,
224.5,775216641618351,
225.5,788465242576692,
226.5,803398792674817,
227.5,819912852085477,
228.5,837886971149800,
229.5,857183293987931,
230.5,877645436074030,
231.5,899097748488713,
232.5,921345076371498,
233.5,944173108391391,
234.5,967349396746963,
235.5,990625103807682,
236.5,1013737501701348,
237.5,1036413216563650,
238.5,1058372170908493,
239.5,1079332138093397,
240.5,1099013784484669,
241.5,1117146040701950,
242.5,1133471615570238,
243.5,1147752447909471,
244.5,1159774883678424,
245.5,1169354370357105,
246.5,1176339477028851,
247.5,1180615076473845,
248.5,1182104563070939,
249.5,1180771024917697,
250.5,1176617337184672,
251.5,1169685193185640,
252.5,1160053136609362,
253.5,1147833699826137,
254.5,1133169787234838,
255.5,1116230466708069,
256.5,1097206346786509,
257.5,1076304720979017,
258.5,1053744655152081,
259.5,1029752180220502,
260.5,1004555732073948,
261.5,978381955841884,
262.5,951451964284670,
263.5,923978111943675,
264.5,896161319574527,
265.5,868188958579661,
266.5,840233283513169,
267.5,812450382961152,
268.5,784979605509322,
269.5,757943407902819,
270.5,731447566713569,
271.5,705581692561581,
272.5,680419986332056,
273.5,656022179643918,
274.5,632434606244221,
275.5,609691356642195,
276.5,587815474529846,
277.5,566820160029813,
278.5,546709951287050,
279.5,527481861969301,
280.5,509126457857239,
281.5,491628860679291,
282.5,474969671666899,
283.5,459125810874670,
284.5,444071271338580,
285.5,429777789456485,
286.5,416215434752016,
287.5,403353123519226,
288.5,391159061691936,
289.5,379601122854987,
290.5,368647167511309,
291.5,358265309810620,
292.5,348424137753589,
293.5,339092892611913,
294.5,330241613001406,
295.5,321841248538464,
296.5,313863747652347,
297.5,306282123591105,
298.5,299070502236489,
299.5,292204154894227,
300.5,285659518787919,
301.5,279414207599522,
302.5,273447014024177,
303.5,267737905988618,
304.5,262268017857970,
305.5,257019637715464,
306.5,251976191543591,
307.5,247122224940223,
308.5,242443382841581,
309.5,237926387554710,
310.5,233559015310826,
311.5,229330071438158,
312.5,225229364195302,
313.5,221247677257175,
314.5,217376740805553,
315.5,213609201180991,
316.5,209938589048166,
317.5,206359286027348,
318.5,202866489809310,
319.5,199456177765176,
320.5,196125069121253,
321.5,192870585828639,
322.5,189690812263981,
323.5,186584453989845,
324.5,183550795805164,
325.5,180589659387167,
326.5,177701360835545,
327.5,174886668472000,
328.5,172146761260860,
329.5,169483188219938,
330.5,166897829216450,
331.5,164392857496783,
332.5,161970704327198,
333.5,159634026068511,
334.5,157385673991707,
335.5,155228667104239,
336.5,153166168220809,
337.5,151201463456994,
338.5,149337945298363,
339.5,147579099333430,
340.5,145928494706018,
341.5,144389778285894,
342.5,142966672528120,
343.5,141662976946484,
344.5,140482573077781,
345.5,139429432808883,
346.5,138507629878292,
347.5,137721354366792,
348.5,137074929947780,
349.5,136572833666168,
350.5,136219717983152,
351.5,136020434820254,
352.5,135980061312972,
353.5,136103926971370,
354.5,136397641927530,
355.5,136867125925094,
356.5,137518637686236,
357.5,138358804258959,
358.5,139394649907536,
359.5,140633624071055,
360.5,142083627862697,
361.5,143753038509226,
362.5,145650731078116,
363.5,147786096741115,
364.5,150169056736410,
365.5,152810071102098,
366.5,155720141109951,
367.5,158910804252224,
368.5,162394120461733,
369.5,166182648147375,
370.5,170289408483964,
371.5,174727836251995,
372.5,179511715427419,
373.5,184655097594448,
374.5,190172201187173,
